,Aceh,Sumatera Utara,Sumatera Barat,Riau,Jambi,Sumatera Selatan,Bengkulu,Lampung,Bangka Belitung,Kepulauan Riau,DKI Jakarta,Jawa Barat,Jawa Tengah,D.I. Yogyakarta,Jawa Timur,Banten,Bali,Nusa Tenggara Barat,Nusa Tenggara Timur,Kalimantan Barat,Kalimantan Tengah,Kalimantan Selatan,Kalimantan Timur,Kalimantan Utara,Sulawesi Utara,Sulawesi Tengah,Sulawesi Selatan,Sulawesi Tenggara,Gorontalo,Sulawesi Barat,Maluku,Maluku Utara,Papua Barat,Papua
2018-11-01,25693.18,25013.64,17961.36,22693.18,23045.45,28129.55,24863.64,21959.09,27363.64,26579.55,26345.45,25497.73,21968.18,19922.73,20020.45,26513.64,20595.45,13845.45,15795.45,22090.91,23000.0,20406.82,22350.0,25863.64,26681.82,25340.91,22877.27,26950.0,26045.45,25000.0,26304.55,38963.64,37897.73,30188.64
2018-12-01,32133.33,26900.0,25770.0,24665.63,24250.0,29026.67,29200.0,23580.0,30062.5,30625.0,27783.33,26583.33,24453.13,23267.86,23989.29,28966.67,27850.0,21383.33,17500.0,26846.43,29437.5,27225.0,28710.0,33857.14,30571.43,30833.33,28228.57,30316.67,32125.0,32133.33,28210.71,42263.33,39296.88,31600.0
2019-01-01,32318.18,26629.55,24770.45,26218.18,24493.18,32750.0,30931.82,24386.36,29863.64,33409.09,31656.82,27715.91,25270.45,24279.55,26054.55,27250.0,32295.45,28865.91,22461.36,32468.18,33613.64,30725.0,32427.27,40136.36,38636.36,31511.36,32670.45,39131.82,36909.09,33725.0,38315.91,47188.64,42840.91,40481.82
2019-02-01,30409.09,25318.75,22110.0,23544.44,21135.0,30033.33,26700.0,21257.14,28000.0,32187.5,28188.89,25643.75,21443.75,19842.86,21671.43,21968.75,24714.29,21400.0,25312.5,29250.0,28812.5,24543.75,24950.0,33500.0,33888.89,24750.0,28064.29,34950.0,30375.0,30000.0,33025.0,43587.5,47500.0,46506.25
2019-03-01,32725.0,33235.0,31000.0,31820.0,28902.5,34557.5,34550.0,28717.5,35250.0,30250.0,34230.0,33330.0,31045.0,27297.5,28342.5,34392.5,30325.0,27387.5,25125.0,28780.0,31775.0,28835.0,28997.5,34275.0,36525.0,28250.0,27530.0,36310.0,36050.0,28000.0,35085.0,43082.5,40562.5,44750.0
2019-04-01,40000.0,34466.67,34825.0,32000.0,31300.0,40616.67,44000.0,35450.0,46000.0,28000.0,42700.0,38875.0,36725.0,36825.0,34100.0,40750.0,41000.0,31800.0,35400.0,35500.0,45000.0,43333.33,42800.0,43750.0,49500.0,42500.0,36650.0,40300.0,46500.0,40000.0,48650.0,54100.0,61250.0,55800.0
2019-05-01,40000.0,34316.67,33825.0,32000.0,31300.0,39500.0,39500.0,31775.0,40000.0,28250.0,41150.0,42075.0,34493.38,30000.0,31075.0,35250.0,36250.0,26400.0,38750.0,30000.0,48750.0,41000.0,38125.0,42500.0,48000.0,40406.25,36219.445,41527.275,45638.89,40000.0,49650.0,64100.0,57500.0,58300.0
2019-06-01,39610.0,35240.91,31566.67,34209.09,32500.0,37140.0,35000.0,31212.5,36675.0,28555.56,37695.0,34854.55,32261.76,26156.25,27773.53,35694.44,29636.36,29870.0,33660.0,33137.5,38647.06,39285.0,35300.0,44312.5,46400.0,38312.5,35788.89,42754.55,44777.78,43000.0,45483.33,54125.0,49000.0,56506.25
2019-07-01,31571.74,32651.85,26765.22,29869.57,26456.52,30662.2,30891.3,25543.48,33728.26,34360.87,33958.7,29552.17,26537.78,24251.56,24538.89,30630.43,26961.11,21332.61,30615.22,32217.39,33488.37,30714.0,31602.17,38554.35,39152.17,39156.52,33526.09,39843.1,35695.65,36739.13,43632.61,49065.22,52228.26,53480.43
2019-08-01,28341.18,25796.67,19228.57,24479.41,20632.35,27229.17,23847.22,20702.94,27989.58,29279.41,30415.63,25927.5,22785.48,19747.37,21220.0,25673.81,21852.38,16540.63,22288.89,26036.11,28614.29,24704.0,26580.56,32823.53,31617.65,32032.35,28721.05,37187.5,29342.11,32650.0,35514.71,42708.33,47797.62,45626.47
2019-09-01,26103.2,24357.364999999998,20083.25,23361.445,20354.22,25853.714999999997,22684.480000000003,20413.425,26058.425000000003,27112.53,28279.555,24081.14,21445.645,17987.815,19978.48,25144.165,20445.755,15323.575,19543.36,23132.184999999998,25242.489999999998,22813.045,23938.105000000003,29938.94,28776.215,29472.695,26080.98,34833.75,27671.055,29656.52,31009.735,39768.295,41915.115000000005,39742.585
2019-10-01,23865.22,22918.06,20937.93,22243.48,20076.09,24478.26,21521.74,20123.91,24127.27,24945.65,26143.48,22234.78,20105.81,16228.26,18736.96,24614.52,19039.13,14106.52,16797.83,20228.26,21870.69,20922.09,21295.65,27054.35,25934.78,26913.04,23440.91,32480.0,26000.0,26663.04,26504.76,36828.26,36032.61,33858.7
2019-11-01,30902.38,28372.58,25191.67,27600.0,26014.29,29897.62,28547.62,26402.38,31200.0,32171.43,31997.62,28723.81,25917.07,23788.64,24664.29,30534.09,23692.86,18961.9,19452.38,26583.33,26616.67,25173.68,26266.67,32214.29,31166.67,28392.86,26762.5,33602.38,31214.29,28804.88,29798.53,36904.76,36428.57,35804.76
2019-12-01,32150.0,30400.0,25800.0,28200.0,28038.89,32462.5,33333.33,27805.56,32954.55,35888.89,35125.0,31561.11,28760.0,27068.75,28095.45,33911.11,28112.5,23533.33,22320.0,29594.44,29093.75,26437.5,31062.5,36888.89,33750.0,33950.0,30050.0,34764.29,34437.5,32333.33,34927.27,39785.71,43571.43,39372.22
2020-01-01,44138.89,37900.0,33620.27,35076.47,29908.82,38527.78,36161.76,28416.18,35969.39,40058.82,39116.18,33889.29,29679.41,28105.88,30604.41,37414.29,35448.53,33423.53,27254.41,38260.29,36235.29,30411.9,35529.41,42323.53,41632.35,33073.53,33675.0,40982.35,41764.71,36014.29,42245.59,48595.59,51102.94,46989.71
2020-02-01,43957.58,33839.77,32602.78,31196.97,27645.45,35112.12,32743.94,25345.45,31454.08,36059.09,37492.42,30539.39,27538.89,24683.33,27503.45,33044.12,34322.73,34896.97,32221.21,34212.12,37454.55,31951.25,42828.79,52424.24,54054.55,40454.55,44116.67,50689.39,49545.45,43903.23,51280.3,65242.42,56515.15,56100.0
2020-03-01,39352.63,32462.75,32155.95,31048.72,29147.37,40460.53,36911.84,30623.68,35879.81,35065.79,38985.53,35181.25,31913.01,30246.34,30078.95,37973.68,33580.26,28609.21,30832.89,35486.84,39394.74,33005.88,33960.53,42828.95,44671.05,38473.68,36661.84,45097.37,40000.0,35273.33,41369.74,58289.47,55000.0,55585.9
2020-04-01,45033.33,41387.5,37954.84,38173.44,37813.33,45733.33,43518.33,42306.67,47338.54,39258.33,49906.67,44612.12,41495.83,37332.86,37860.94,48970.83,41915.0,30441.67,31391.67,46701.67,39983.33,36140.91,36565.0,41183.33,40608.33,38500.0,36086.67,45216.67,40333.33,35033.33,49846.67,56995.0,57617.19,69606.67
2020-05-01,61945.24,54028.85,49784.78,51741.3,47139.13,52554.76,52678.26,47809.52,57275.86,35916.67,59941.3,52326.09,49127.5,42304.35,48750.0,55109.52,46306.82,39900.0,36336.84,54375.0,53952.38,51787.5,57643.48,56083.33,56652.17,51826.09,46480.95,59280.43,58750.0,47310.81,55710.87,64510.87,73586.96,67450.0
2020-06-01,50304.35,44523.21,39291.67,42306.52,41393.48,50584.78,48610.87,43532.61,53645.71,34206.52,56771.74,47841.3,44815.56,41045.65,41800.0,50786.96,38897.83,29504.35,34393.48,50784.78,58343.48,48925.0,53386.96,61010.87,60032.61,58782.61,51500.0,58845.65,57217.39,52214.29,64567.39,79728.26,79076.09,70147.83
2020-07-01,33647.83,30991.07,23298.0,28384.78,27704.35,36154.35,33576.09,29921.74,38534.38,34456.52,42300.0,35015.22,31361.11,28748.0,29632.61,36302.17,27228.26,22495.65,25439.13,41063.04,39239.13,32792.22,37202.17,42032.61,39326.09,40771.74,35747.83,44634.78,38260.87,36369.05,50667.39,55478.26,55923.91,65176.09
2020-08-01,31609.09,25421.15,20611.67,24756.82,23806.82,28927.27,28121.43,25568.18,30908.57,31386.36,34227.27,28665.91,26836.9,22791.3,23768.18,30554.55,26811.36,23102.27,19081.82,32220.45,32886.36,28760.47,30143.18,36011.36,34886.36,34534.09,28759.52,37386.36,34272.73,27817.07,39265.91,51568.18,45454.55,55304.55
2020-09-01,28517.5,26059.18,22443.86,25318.75,24443.75,29215.0,29548.75,25580.0,30085.11,30300.0,32346.25,28052.5,24860.39,22961.25,23873.75,28888.75,23591.25,19538.75,18296.25,29192.5,33306.25,26888.61,28951.25,34968.75,31825.0,30406.25,27857.5,33417.5,31550.0,26042.86,38316.25,45600.0,43562.5,44633.75
2020-10-01,32614.29,28707.69,23539.58,28264.29,24030.95,32097.62,33560.0,30107.14,35514.52,35431.82,35417.5,34223.81,30171.79,26995.0,28642.86,34552.38,26250.0,22359.52,21852.38,32681.82,34416.67,29532.05,32380.95,36726.19,35976.19,32392.86,30940.91,34814.29,35600.0,33027.03,38750.0,43862.5,42261.9,40523.81
2020-11-01,37864.29,32109.26,28170.83,31176.19,28919.05,35311.9,38416.67,31723.81,38336.67,39916.67,38083.33,33792.86,33889.47,31526.19,32892.86,35583.33,31795.24,27459.52,24252.38,40892.86,36976.19,35984.52,37278.57,44452.38,39976.19,36109.52,35183.33,39502.38,42619.05,36794.12,39390.48,50083.33,45119.05,43145.24
2020-12-01,36982.5,30404.55,25505.0,28885.0,25962.5,31432.5,34181.58,27847.5,35967.39,40355.26,36652.5,29335.0,29164.86,28042.11,31582.5,31187.5,32337.5,28210.53,28677.5,39870.0,37513.16,34687.5,36310.0,40539.47,40450.0,37750.0,34300.0,41595.0,38750.0,35862.07,45097.5,53302.63,48125.0,47690.0
2021-01-01,36675.0,28705.0,25825.0,26135.0,24900.0,29140.0,30315.0,25227.5,32000.0,37000.0,33892.5,30752.5,26152.94,24635.0,27117.5,31307.5,30570.0,29830.0,30000.0,34395.0,32500.0,27377.42,26927.5,34500.0,35100.0,30137.5,29685.0,35370.0,31537.5,29909.09,35887.5,45462.5,51312.5,47062.5
2021-02-01,34460.53,28066.67,24721.67,26947.37,24397.37,31886.84,32263.16,29689.47,33856.67,31631.58,36492.11,31165.79,30839.58,25939.47,27410.53,34236.84,25307.89,27381.58,29947.37,33986.84,33105.26,26570.45,27971.05,32631.58,34236.84,28421.05,27284.21,32176.32,30868.42,29100.0,35650.0,43881.58,43855.26,46910.53
2021-03-01,34236.36,29897.83,27637.04,28950.0,28011.36,36515.91,38204.55,31750.0,37256.94,28056.82,41070.45,32329.55,33203.13,31331.82,29520.45,37786.36,31275.0,26007.69,29100.0,35372.73,34818.18,29825.0,31038.64,36250.0,37977.27,32352.27,28836.36,34150.0,36522.73,29815.79,38579.55,48579.55,46909.09,47468.18
2021-04-01,34802.27,31863.04,26623.91,29272.73,27607.14,34390.48,36500.0,28647.62,35095.59,25214.29,37711.9,29866.67,28874.19,26783.33,27538.64,33059.52,30614.29,23126.83,27878.57,33540.91,34464.29,28476.09,29340.91,34761.9,32142.86,32204.76,29034.09,34635.71,33130.95,28088.24,40923.81,48995.24,46035.71,47584.09
2021-05-01,33886.11,30982.5,26826.32,29755.26,28842.11,33752.78,35000.0,29108.33,36625.0,25888.89,38821.05,32170.0,29153.45,26773.68,26671.05,33875.0,25876.32,22516.67,29383.33,31655.26,34515.79,29297.37,29231.58,33065.79,31355.26,30552.63,27684.21,32336.11,33847.22,26821.43,37515.79,47802.63,45426.32,46363.16
2021-06-01,30878.57,29078.26,23780.95,25423.81,22916.67,30676.19,34047.62,27485.71,33826.09,28273.81,36050.0,29721.43,28597.83,25850.0,25542.86,32266.67,22238.1,19791.67,28138.1,30969.05,33940.48,27797.73,28545.24,32714.29,32273.81,29661.9,25050.0,32011.9,33023.81,25451.61,37359.52,47773.81,45683.33,49066.67
2021-07-01,33235.71,29526.19,25509.09,27369.05,25761.9,33461.9,35142.86,30130.95,36479.17,28321.43,37128.57,32583.33,31500.0,28321.43,29054.76,35071.43,24350.0,20788.1,24850.0,33297.62,34142.86,30730.43,30019.05,36583.33,33428.57,33347.62,26766.67,33161.9,34404.76,29193.55,38742.86,49750.0,46428.57,45471.43
2021-08-01,33105.0,32187.5,30273.81,29500.0,27612.5,30990.48,34950.0,27682.5,34724.0,33825.0,34927.5,29512.5,28963.64,26490.0,27517.5,30097.5,25652.5,20529.63,24212.5,35982.5,34700.0,32440.0,32867.5,40237.5,38375.0,40230.0,27857.5,36407.5,41025.0,30878.79,41047.5,50625.0,46905.0,46540.0
2021-09-01,26836.36,29104.17,25626.79,25295.45,24318.18,25700.0,29863.64,23654.55,30525.0,31500.0,31270.45,26645.45,24010.87,21379.55,22852.27,26525.0,20375.0,17812.5,23300.0,28622.73,30295.45,25527.27,30075.0,33852.27,32295.45,32288.64,26690.91,32336.36,34359.09,26073.53,36847.73,47329.55,43863.64,46295.45
2021-10-01,25972.5,28105.0,21277.08,24512.5,23412.5,26183.33,27450.0,23247.5,30967.39,28417.5,31577.5,26300.0,24859.09,22000.0,23455.0,25807.5,20502.5,15241.18,20790.0,28795.0,30512.5,25045.24,28337.5,32562.5,30425.0,31472.5,24947.5,31315.0,33612.5,25833.33,35347.5,47625.0,44812.5,42420.0
2021-11-01,27800.0,27582.61,18795.71,23220.45,19022.73,24604.55,26159.09,19729.55,28660.0,29852.27,31034.09,23256.82,21775.93,18788.64,21622.73,23431.82,18965.91,16379.17,21602.27,29129.55,29772.73,24534.78,27397.73,29829.55,27647.73,29350.0,23884.09,30656.82,30852.27,23742.42,35500.0,46000.0,44231.82,40013.64
2021-12-01,29636.96,27993.48,23788.0,25104.35,21236.96,25430.43,26608.7,21219.57,29217.39,28250.0,32191.3,25915.22,23725.93,21689.13,22163.04,25223.91,19413.04,16798.0,23593.48,27452.17,29771.74,23418.75,27558.33,29391.3,31597.83,27010.87,24465.22,29130.43,33619.57,20730.77,33141.3,40456.52,40978.26,36589.13
2022-01-01,29742.86,29245.24,26200.0,25923.81,22928.57,27688.1,29285.71,23133.33,30833.33,32083.33,32485.71,26369.05,24715.22,23264.29,24069.05,26695.24,21540.48,18645.24,25000.0,30100.0,31119.05,24961.9,29716.67,34916.67,36219.05,31883.33,26900.0,33335.71,40297.62,23809.52,33695.24,47530.95,42916.67,41742.86
2022-02-01,31905.56,31027.78,27850.0,28630.56,30750.0,35005.56,36750.0,31561.11,38694.44,30888.89,39069.44,31972.22,32083.33,30458.33,29797.22,35211.11,28427.78,21875.0,26741.67,35100.0,33930.56,32241.67,32669.44,37930.56,36944.44,32786.11,28877.78,35133.33,39500.0,28944.44,35825.0,50555.56,46458.33,42252.78
2022-03-01,35854.55,32686.36,28730.43,31177.27,32056.82,36186.36,38795.45,28865.91,39031.82,27227.27,38984.09,31604.17,32127.27,30231.82,30245.45,33670.45,34525.0,28404.55,29277.27,34275.0,39056.82,35570.45,35550.0,40613.64,37454.55,36236.36,33586.36,38852.27,39693.18,34181.82,40750.0,52063.64,47443.18,49831.82
2022-04-01,35020.0,32475.0,31602.5,31740.0,32212.5,35840.0,37000.0,30475.0,36637.5,26775.0,40642.5,34162.5,32017.39,28510.0,29395.24,35640.0,29867.5,28612.5,31265.0,27807.5,37050.0,28820.0,33302.5,37137.5,32962.5,31745.0,31376.19,37892.5,36100.0,31500.0,39867.5,50750.0,47937.5,49600.0
2022-05-01,40523.33,40031.67,44861.67,39378.33,40908.33,43755.0,45100.0,40586.67,47290.0,26566.67,50420.0,41566.67,41150.0,35340.0,35083.33,44150.0,30943.33,28646.67,31876.67,33051.67,39183.33,40908.33,36801.67,42208.33,41891.67,38486.67,33216.67,39950.0,44066.67,32100.0,42163.33,55928.33,59083.33,52310.0
2022-06-01,58076.92,52494.87,51879.49,47573.08,50666.67,53894.87,53653.85,51458.97,56723.08,27608.97,58397.44,52746.15,51782.05,48561.54,45603.85,55487.18,42756.41,33730.77,34082.05,49846.15,52506.41,49403.85,52760.26,53782.05,55076.92,50551.28,46878.21,53314.1,62980.77,46679.49,55139.74,69570.51,63557.69,58696.15
2022-07-01,57969.05,52469.05,48197.62,47940.48,46940.48,56664.29,59380.95,53488.1,66033.33,32357.14,65223.81,56954.76,56380.95,52847.62,56842.86,56226.19,51983.33,45054.76,44752.38,64292.86,65976.19,63059.52,67614.29,70559.52,68678.57,68409.52,64038.1,71895.24,72261.9,62238.1,67052.38,90559.52,82559.52,75476.19
2022-08-01,34695.65,37278.26,29558.7,33441.3,29945.65,36834.78,38152.17,30769.57,41286.96,31217.39,41286.96,34052.17,33571.74,30458.7,31230.43,33454.35,30430.43,28908.7,38752.17,42465.22,47010.87,39256.52,43095.65,50793.48,46732.61,48965.22,43028.26,53306.52,47945.65,46086.96,54189.13,70597.83,66847.83,62958.7
2022-09-01,33293.18,33161.36,28070.45,31702.27,28886.36,32445.45,34636.36,29415.91,35988.64,31443.18,37861.36,31820.45,30243.18,26815.91,28559.09,32818.18,25593.18,22427.27,25036.36,34720.45,35697.73,31181.82,32995.45,39090.91,37829.55,37540.91,33559.09,38352.27,37897.73,36090.91,41436.36,51986.36,51079.55,48136.36
2022-10-01,35219.05,32557.14,29221.43,31747.62,30266.67,33533.33,34833.33,30026.19,35761.9,32476.19,36304.76,31952.38,30954.76,26797.62,29345.24,34078.57,26766.67,21650.0,22435.71,33819.05,34261.9,30778.57,33776.19,39214.29,36523.81,33914.29,31790.48,36083.33,38107.14,33809.52,41245.24,49966.67,48273.81,47828.57
2022-11-01,35350.0,31713.64,28279.55,30747.73,27965.91,32427.27,35613.64,28036.36,36952.27,40363.64,36536.36,31795.45,31354.55,28804.55,32947.73,32468.18,32309.09,28404.55,26565.91,40915.91,37761.36,34388.64,37927.27,42829.55,41284.09,39704.55,36956.82,40072.73,42295.45,38636.36,42384.09,54738.64,50568.18,48250.0
2022-12-01,33140.91,30845.45,23209.09,28029.55,26761.36,31463.64,36250.0,29420.45,36829.55,40579.55,37961.36,32615.91,32445.45,29811.36,32777.27,33370.45,32393.18,32918.18,33145.45,39872.73,38672.73,34275.0,39165.91,44738.64,42875.0,40550.0,38188.64,43547.73,44886.36,39272.73,45993.18,62670.45,52811.36,52786.36
2023-01-01,35728.57,33340.48,30071.43,32023.81,31952.38,37300.0,42095.24,36628.57,42904.76,38419.05,43992.86,37754.76,37690.48,34659.52,34826.19,39569.05,33188.1,35709.52,37109.52,45626.19,40154.76,38209.52,39054.76,43940.48,40511.9,37997.62,36626.19,40428.57,43342.86,38523.81,46838.1,58047.62,52321.43,52373.81
2023-02-01,38397.5,35045.0,30315.0,34390.0,31887.5,40550.0,41757.5,36417.5,45142.5,33755.0,48367.5,39972.5,39097.5,35777.5,36847.5,41585.0,32562.5,33300.0,37247.5,38140.0,41267.5,38177.5,39502.5,44282.5,40225.0,38832.5,37507.5,41585.0,41770.0,36000.0,45087.5,58480.0,53062.5,53002.5
2023-03-01,34733.33,32373.81,29740.48,31383.33,29571.43,36545.24,37911.9,30764.29,38216.67,30619.05,42909.52,35771.43,33733.33,33171.43,33314.29,35847.62,30633.33,30976.19,36104.76,34838.1,37428.57,31561.9,36909.52,41176.19,37726.19,34433.33,35414.29,38507.14,37247.62,35095.24,42421.43,58869.05,50892.86,54392.86
2023-04-01,33123.68,30131.58,27218.42,29557.89,26618.42,37734.21,35602.63,36171.05,35918.42,28797.37,44018.42,38736.84,35192.11,33278.95,33584.21,39476.32,27489.47,37065.79,37615.79,33744.74,37052.63,31652.63,36855.26,41581.58,38631.58,33713.16,33689.47,37223.68,39152.63,30789.47,44350.0,53486.84,49144.74,52265.79
2023-05-01,34440.48,30414.29,29307.14,31542.86,28261.9,39202.38,38259.52,40295.24,47578.57,30076.19,49319.05,42307.14,38878.57,37947.62,38969.05,43923.81,26630.95,36904.76,40792.86,35933.33,39988.1,41195.24,41071.43,45538.1,42833.33,42050.0,38892.86,44078.57,47090.48,39238.1,49726.19,63928.57,61726.19,59338.1
2023-06-01,35452.94,33005.88,29361.76,33855.88,30794.12,39402.94,41055.88,38400.0,45614.71,32397.06,48391.18,40432.35,37176.47,37867.65,36082.35,42520.59,28082.35,34347.06,39352.94,38888.24,39750.0,37311.76,38426.47,42755.88,39897.06,37588.24,37285.29,42576.47,40235.29,34470.59,46688.24,59926.47,55441.18,54220.59
2023-07-01,35233.182,33346.05,29684.232,32441.978,30333.401,40571.283,41536.247,42744.559,54924.96,32587.389,53711.494,43112.478,39872.563,42153.73,47321.36,41442.242,29908.034,45671.05,43024.516,52490.511,37492.005,35574.035,35975.279,40605.934,37015.826,44059.804,30054.894,32402.6,34635.059,29832.071,43610.561,80915.48,53241.442,54736.867
2023-08-01,34373.577,32402.106,27759.204,29386.877,28223.95,35010.675,29659.383,31937.657,30178.59,32928.777,41996.916,32971.75,30874.111,19764.81,21708.93,31541.992,28441.46,29524.99,38316.002,36821.993,35668.882,30859.831,38044.331,39019.551,37094.258,39244.119,29841.357,34309.326,36666.307,30174.091,41288.277,60953.79,50611.457,50617.852
2023-09-01,35237.523,30980.674,27883.241,29796.039,27629.985,32793.169,26931.334,31955.42,24880.27,32040.404,39260.537,32115.376,28378.007,16122.02,19037.59,30027.253,28654.681,23043.56,30295.874,33701.567,35613.912,31533.445,39358.349,38754.107,37957.76,32956.43,31554.528,38261.164,38423.605,34058.937,40262.848,42342.32,49153.923,47060.709
